text,label,sentiment
What Models do you have in your app? are these items stored under a different model?,1,Neutral
Hmm...it appears to be an infobox at the moment and lacking in any content other than that. Have you done a search for the battle at all?,0,Impolite
Who gives you such error? Did you compile your source using `proc` ?,0,Impolite
"Please elaborate on ""doesn't seem to be accurately answered"". What did you try and what happened when you did?",0,Impolite
What does this have to do with programming?  Are you trying to solve this problem with a program?,0,Impolite
"Great question; too bad none of the answers have any clues to the origin though. There must be countless words which can approximate one second, so why the name of a southern US state?",2,Polite
"Well, I fully agree with the three rationales Lumos has given above; and so evidently do about half the Wikipedians who have contributed to the RfC Lumos has cited.  If so many think that such links can be useful and appreciated, why does it matter so much to you that they should be eradicated?",0,Impolite
"I have noticed that your objection to someone who unilaterally stops a straw poll. What, then, do you think of somebody who unilaterally ''starts'' a straw poll?",0,Impolite
It is possible (though not likely IMO) that some strange quantum entanglement effect could lead to a computer that outputs its results before the input is received. Would that qualify as negative complexity??,2,Polite
"I uploaded a new version of the Desert Storm map, with Egyptian, Syrian and multinational forces labeled (<url>). How does it look now?",1,Neutral
"What defines the end of an entry? Is it guaranteed that the lines within an entry won't start with a digit, but a line defining a new entry will?",2,Polite
Also what are the screen dimensions? I.e. will the screen always be smaller than 512x512?,1,Neutral
"Just to clarify - your want to output the strings from the short text file, subtracting any strings from the short text file that are in the long text file? Also, how large are each of these files, and what code have you written thus far?",2,Polite
@DSchultz Tried adding the 'www' (no luck). How do I URL encode it?,2,Polite
"Ack, hit the wrong button?  How do you manage that?",0,Impolite
sorry for the dumb question..one thing that I don't get is why /sites route and other routes in the documentation have **This method is new to version 1.1** description. Is it new or just updated?,0,Impolite
"I guess I sent you something about the <url> project and Welsh data. But you were also somehow silent on lists like gnome-i18n, weren't you?",0,Impolite
What do you get when you execute the perl script from the command line? Does it send the correct headers?,1,Neutral
"@cvondrick, in that case I'd rather use binary insertion and sorting. My problem now, is however how I can combine two dates to one number?",2,Polite
The question is not clear. Why would you need to remove a newline to read the second statement?,1,Neutral
"qsort does sort lines in increasing order, but your definition of ""increasing"" isn't the same as everybody else's.  Why do you think it's more logical to sort strings by length rather than by alphabetical order?",0,Impolite
Short answer is yes. Did you want to know something more specific?,0,Impolite
"There's no reason why any `img` tags loaded from the url at `$(this).attr('href')` shouldn't load the image. Do you get any errors in your error console (or JavaScript console, depending on browser)?",1,Neutral
"Anyway, if you feel that strongly about it we should at least add a summary. Whats you think?",1,Neutral
"Could you clarify this? You're claiming that Betacommand knew before drama exploded onwiki that you were Pickbothmanlol, but did not share that with the community?",1,Neutral
I went to <url> and couldn't find it. Can you provide a link?,2,Polite
"*@user1147* I edited your question heavily to try to make it more clear *(please review to make sure I didn't change the meaning.)* One thing I didn't understand was when you said *""when I open a single page to check post""*; can you be more clear what you meant by *""single page?""*",2,Polite
"This is still, even after the edit, unclear. Do you want to say that she is right and this was the best she could have said in this situation, or do you want to ask her whether she has nothing better to say, or do you want to add to the answer and propose the best follow up to her remark?",0,Impolite
You may want to post the code right here. Maybe use pastebin or something if it's too much to embed directly in your post?,2,Polite
"I took a quick look and I'm not up to reading through it properly at the moment. :) I'll be back on here tomorrow morning and I'll have a look then, if that's OK?",2,Polite
"I think this is from Star Trek: Voyager, right?  Could you make that clear in the article?",1,Neutral
"thanks for the reply. Would it contradict any guidelines to change it everywhere to ""TWO SQ BRACKETS"" NEWNAME|the name relevant in the article ""TWO SQ BRACKETS"" (with the hope that the name won't change again before the article is created)?",1,Neutral
"""Everything works except I can't register ANY mouseup/down events."" Do you get an error, or does it just not work?",2,Polite
"Here's my current warning to him: <url>, and the diff<url>, which also included adding lengthy honorifics to Barelvi scholars. Do we need to see more of a this-week pattern of POV-pushing and hate-speech, or can he be blocked for clear and consistent malicious intent?",1,Neutral
"(1) “Transitive closure” sounds as if you are looking for something like R∪R^2∪R^3∪…, but I guess that this is not the case and that you are looking for the H-representation of R^k for a given k.  Am I right?  (2) Sorry for my ignorance, but what is an open polytope?",1,Neutral
Actually it was a compliment. Does that count as an 'issue'?,0,Impolite
And wasting our time as well. I can only repeat: why don't you do constructive work by adding contents about your beloved Makedonia?,0,Impolite
"Thanks for reverting <url> - that was actually me, unlogged in. OK if I re-revert?",2,Polite
Sorry but that is currently covered by NDA. Would my previous projects be satisfactory?,1,Neutral
"I did notice that some articles linked to the ones I worked on are now missing, which leaves a link hanging.  If you're going to delete articles, shouldn't someone clean up these broken links?",0,Impolite
"I guess this could lead to another set of advertising answers. There are a good range of vendors providing high quality services in this industry, but you might want to update your question with region, country etc?",0,Impolite
"But the Bayes formula says something like the sum / something, is it enough to know those probabilities? Could you please post an example?",1,Neutral
"There seems to have been something wrong with the pages you made on the V8 Supercar Championship Series - a glitch with the ""align"" tags in the beginning infobox made the text grotesquely overflow the margins. I've trimmed these down; mind checking my work?",2,Polite
"sorry, no idea what the code should do. Is the selected in the db or what?",0,Impolite
Are you going from a single file (i.e. inline code) to a code-beside file?,1,Neutral
Could you clarify this one `Create Menus for Custom Pages` ? Do you mean individual menu areas on some pages or what?,1,Neutral
"What do you mean by ""will take an arbitrary number""? Do you think about some input (from user or file) or some other way?",0,Impolite
Does that mean I am allowed to create my own version of the algorithms? or should I need to follow a pseudo code from a standard governing body like NSIT?,1,Neutral
I've had similar problems. Are you using any extension?,2,Polite
Can you show what you're written so far? Is there a specific roadblock you're encountering?,2,Polite
@Tim Why not posting this as an answer? Please?,0,Impolite
This is now ready for transfer. I will leave it up to you if that is OK?,2,Polite
Sure. A redirect how though?,1,Neutral
"The article doesn't seem to imply that ''The Game Keeper'' was created by WotC, nor does it give a hint when the company bought the stores. Were you thinking of something specific I can change to make that more clear, or is it fine as-is?",1,Neutral
"I was thinking about this too - pbuilder is quite slow on my machine... unfortunately, I only have 2GB of RAM. Would that work for small projects?",1,Neutral
"Ok, so this is the answer I have come up with after reading all the posts on here: ""This statement will return true because $var is being assigned a value of donut, and assignment occurs before the statement is evaluated and therefore would be boolean true because it has a value.""  Is this correct?",2,Polite
Which math library are you trying to use? What exactly is going wrong?,1,Neutral
Who deleted it? Would I be violating due process if I undeleted it?,1,Neutral
"Do you still take photos in Jefferson Parish? If so, would it be alright if I posted some photo requests of some parish high schools?",2,Polite
Thank you. So what did I do to earn the tea?,2,Polite
Maybe one of your Processors died?  Was it a dual core or more?,1,Neutral
"Well, you leaved me also curious. Why was it not appropriate?",0,Impolite
"sorry nothing related to the original question, but do you know anything about the australian electricity market? Seams quite stable, especially with all their coal easily available?",0,Impolite
"What swaps would be required to get your original list to its reordered state?  Is that number of swaps proportional to the 100 swaps out of ""several hundred to a thousand"" original lines of data?",2,Polite
"I guess you know how a template looks, for everything..something like from the small thumbnails to the big backgrounds as you said. I will give you some ideas....tech, management, industry, computers, food, can you picture what i`m trying to say ?",2,Polite
"Hi, I meant to do this a long time ago, but I guess I forgot.  You are the ""Sandpiper"" on the HP wiki right?",1,Neutral
"Why are you hashing these values? In other words, are you using the hash to speed lookups (as in a hash table) or are you trying to create an almost-unique digest value for each?",0,Impolite
"I see. This would explain No 1, what about 2-5?",1,Neutral
Where abouts are you going to be coding the Parser? In excel?,1,Neutral
(We need to be IM-ing or something.) What is your opinion of spin-off articles?,1,Neutral
'prefab' really isn't a particular architectural style...it's a manufacturing process. Can you post a picture?,2,Polite
"Hi, You may like to look at his page when you have time; I guess it typifies ""guys who want to disseminate info on the subject"" vs ""guys trying to clean dab pages"". Or am I missing something somewhere?",1,Neutral
You also seem somedeal similar to <url>. Not logging in is not sockpuppetry but do you acknowledge that User:64.194.44.220 is you?,0,Impolite
Didn't get it. What is it about?,1,Neutral
What do you think?  Worthwhile or not?,1,Neutral
"Since working on the article you wrote, I have become fascinated with this band.  Is any of their music availabe online?",2,Polite
Is there any real world current sources? How can I implement a current source from a voltage source?,2,Polite
I am planning on changing the <url> to the ICF Flatwater World Championships. Any objections?,2,Polite
Sure. Can you describe such a enumeration? :),2,Polite
"I think I need some more sleep - did anyone else read this as ""Please take this question seriously. I have some monkeys and ideas..."" ?",2,Polite
Why have you cut out the interesting bit from the Apache confs? Where's the `ServerName`/`ServerAlias` stuff?,0,Impolite
Mtrombley--you said you got a solution. Can you post it?,1,Neutral
He has been indef blocked once again. I wonder how long it will take him to come back this time?,0,Impolite
I'm pretty sure there already is a filter (possibly more than one) for this. What page got moved?,2,Polite
Perhaps you haven't paid your Google bill this month.  I wonder if it's content related...are there any stop words in say one of the ads that displayed when the page was indexed?,1,Neutral
"I just put a table in for the novel villains (to put the novels and films on the same level), but it's kind of messed up (I know presscious little about tables on Wikipedia).  Could you please help me fix it?",2,Polite
Not reproducible. What is `EnvironTypes`?,0,Impolite
Thanks for the response. I'm looking for a way to do something like record a route and submit that. Do you know of anything like that?,2,Polite
Polynomial of what? Number of points defining the space?,0,Impolite
There is a very nice moving picture at <url> which illustrates the bisection method. Can we get it for our version?,2,Polite
"It's not too long, certainly; but the extended quote does look a bit out of place there.  Perhaps it would be possible to move the bulk of the quote into the body of the article and leave a short phrase or two that could be inline with the second paragraph?",2,Polite
"Well glad that you didn't have to send anything back. I wonder how many ""backfocus"" lenses end up occuring due to human error?",1,Neutral
Do you mean that you have a web browser showing Facebook and separate desktop application written in Java? And you wish to access the web page using java app?,1,Neutral
"Shouldn't it be then reasonable to expect you to ask how are you DOING? / I'm doing good, instead of how are you?",2,Polite
"It helps if you mention what operating system you're using. It is Ubuntu, Debian, or something else?",0,Impolite
Even till today I could not get the solution. Is there anyone who has done this before ?,2,Polite
This looks unnecessarily complicated. What are `prodsofar` and `listsofar` supposed to represent?,0,Impolite
Could you please be more specific? Which paragraphs from the [link](http://reactivated.net/writing_udev_rules.html) are relevant to me?,2,Polite
I think it is important to note that Spirit 03 was the last gunship to be brought down and that it has not been involved in a Class A mishap since that date. Should we include that?,2,Polite
"It looks like you will have the device powered for most of the time that you have valid data. Isn't a battery backup-ed SRAM more appropriate than an EEPROM (or better, Flash) then?",0,Impolite
showing some code would greatly help e.g. how did you declare 'path'?,2,Polite
"In instances where there is one major usage of a name and several smaller ones it is conventional to leave the major one in the namespace and have a link in the top to the others (or to <url>. Surely 99.9% of people interested in <url> are going to be looking for the main one, so wouldn't it have made more sense to have left it there rather than making it a redirect?",0,Impolite
I do not know how to merge them. Are you familiar with the process?,2,Polite
Nice to see you editing in article space! We have been chipping away at your compiled OBI list - can you believe it's almost done?,2,Polite
"Hi. How do you think, is <url> of FL quality?",2,Polite
Thanks! There is yet another at <url>; would you agree it should be closed the same as the others?,2,Polite
"My daughter's earbuds magnetize TOGETHER, not opposing and they shocked her once. Anyone know why?",1,Neutral
Who???,0,Impolite
Isn't the second solution not optimal? Shouldn't it be 128 by 224?,1,Neutral
I've never heard of this happening. Is this one of the core widgets?,2,Polite
What do you mean by find? How do you determine which half is irrelevant?,1,Neutral
So you want to use 256bits to make sure 1 bit was sent correctly. How will you make sure the hash is correct with a 2**20?,1,Neutral
I hope I've translated this okay; please check it. Also I'm guessing your version of Ubuntu is 10.10 (as opposed to 10.04)?,2,Polite
"I see you're quite zealous at Croatian articles, so I'm inviting you to support my <url>. What do you think?",1,Neutral
"This is a [1985 Bridgestone 700](http://www.sheldonbrown.com/bridgestone/1985/pages/07-bridgestone-700.html). @Paul, is this your bike?",1,Neutral
I bow to your superior knowledge of Irish :-)  One question - the Irish Wikipedia is called Vikipedia? How so - there's no 'v' in the Irish alphabet?,1,Neutral
ahhhh please this is so common its not even funny. Why do managers think that testing can be optional just cause their getting fire from above?,2,Polite
This is incorrect. Have you looked at the article any time after October 2008?,0,Impolite
"Please provide more information about what you've actually tried.  By ""not efficient"" do you imply that it takes too long, but still gets the correct result?",2,Polite
mod_rewrite enabled? .htaccess created?,1,Neutral
If you have time could you look at <url><url> on the <url> article. I'm wondering what your thoughts are in terms whether it should go or stay?,2,Polite
"Also I do not think that the constraint if you have a choice you always prefer right to forward, and forward to left is well-defined.  What prevents you from turning right 100 times before starting?",0,Impolite
"I'm not sure what you mean by ""it shows no impressions too"". Do you mean that your site doesn't come up in the results when you put those keywords in?",2,Polite
"Thanks.  The wall is 10 1/2 feet wide.  Also, how much excess carpet should I leave in order to have enough to tuck it between the tack strip and baseboard?",2,Polite
"A good way to see if a question is off topic. If you remove ""Game Development"" from the question does it still seem like it would be on-topic?",1,Neutral
"If the community decides that you no longer speak on its behalf--if the Wikipedia community decides that this supposed ban does not apply to constructive comments on AfDs on articles for which I am a major contributor, and that I may make such comments without asking for permission beforehand--who are you or anyone else to override that decision?  I'm not saying that anyone has or will make that decision--but if that decision is made, are you claiming that you are entitled to do what you want regardless of community consensus to the contrary?",0,Impolite
Oh no! Is this related to the double roasted peppers from the salsa thread?,2,Polite
"Interesting how the possible duplicate question is flourishing with a score of +21 and 26 answers, and this one is closed as off-topic. Is it because the asker said ""I think this is way better""?",1,Neutral
***deletes even so cynical comment***. Can you tell a bit more about the nature of your data and how you want to display it?,0,Impolite
I don't understand. If you had your problem solved ... why did you post a question?,0,Impolite
A platform for new developers to show off their stuff? Having your app hosted on a solid cloud service?,2,Polite
Using Apache? How about mod_security?,0,Impolite
Shouldn't every professional programmer be able to do such things? Isn't that part of a being programmer?,0,Impolite
"Greetings, sorry to bother you here... I have been using the MissingTopics tool for years, to generate <url> The last time I used it successfully was Nov 16.  Something must have changed in the algorhythms since then, because it will no longer read any page starting with an Amharic character... Is it broke?",2,Polite
Just so I understand correctly the censoring issue: When you dilute a sample the concentration of a compound falls so low that the test instrument can fail to detect its presence. Is that an accurate re-phrasing of the censoring problem?,1,Neutral
Wow! How has no one recommended SharePoint? Or is that telling in itself?,0,Impolite
"Look at <person> for an even stronger example and the link <code><nowiki><url></nowiki></code> <url>.   Without the redlink, how would the new article creator be guided to create under <url> rather than <url> ?",1,Neutral
"If you feel you have a solid case, you can report it <url>. Just out of curiosity - can you provide a few examples (with links) of this behaviour?",1,Neutral
@Aaronut Hi.  Private message?,2,Polite
Are you sure it's WordPress autocomplete? Do you get a different result with a different browser?,2,Polite
"I'm still not sure what you mean. Do you mean, that there were previous interactions which that edit hints at; or that edit itself implicates you somehow?",1,Neutral
"Hey, doesn't look like anyone at <url> are concerned about our move proposition? Could you close the request, and move the article back to <url>?",1,Neutral
"What this statement do is giving you ""no hire"" on interview and severe pay cut if found in production code. May be professor will like this answer? :)",0,Impolite
"Yes, Pavel. That is correct (frame problem, much?) :(",0,Impolite
And this is your first edit. Isn't that interesting?,0,Impolite
Why do you not want the cookies to be there? Does it matter as long as the content isn't being tracked?,1,Neutral
"Hello, cmos; welcome on _Drupal Answers_. By embedded view do you mean a view created with Views?",2,Polite
"(according to my talk page) that we are going to loose the image of <url> that I just added over a copyright issue.  I have not had luck finding a free one, perhaps you can do better?",1,Neutral
No problem. Have you heard anything new about HRE?,2,Polite
"Actually, a further question. Would he be known then as the '''Lord Lowther''' by virtue of the barony, for that three-year period, and not as '''Viscount Lowther'''?",1,Neutral
"since when was north 0 degrees, east 45 degress etc. Don't you mean 0, 90, 180, 270?",0,Impolite
What have you tried? Examples?,0,Impolite
It looks like you tried to file a checkuser case but you never created the subpage.  Do you need some help?,2,Polite
"Can you post your code? Also, have you tried using "" Timeout::timeout(5)"" to try and handle timeouts?",2,Polite
"Well, you leaved me also curious. Why was it not appropriate?",0,Impolite
Either <url> is really misinterpreting the guidelines or I missed out on something. Care to shed light here?,0,Impolite
"This sounds a lot like a machine learning algorithm - you're trying to find some function of those five parameters that estimates the ""goodness"" of the stock.  I'm no machine learning expert, but perhaps someone else here is?",2,Polite
"Are you sure to have more than 4 images/node? Also, are you the one behind http://www.drupality.be?",2,Polite
The project page you linked provides a fairly specific overview of what the module does. Do you have specific questions about why a module would depend on it other than what they lay out there?,2,Polite
Ermenicem de var. Sizin ixe7in hangisi daha kolay?,1,Neutral
"Please add some clarification: Do you have a string and you want to know if the string contains a valid double such as 2.56? Or, do you have a list and you want to know if it has duplicates values?",2,Polite
"Hi, I tweaked it again. Could you check please?",2,Polite
It is possible (though not likely IMO) that some strange quantum entanglement effect could lead to a computer that outputs its results before the input is received. Would that qualify as negative complexity??,2,Polite
"oh, my, how did I get this here twice; trying to do too much at once (what else is new).  Can you copy instead a different color?",1,Neutral
"I don't understand how you're getting 2 3 4 6 from that array. There are five elements from the array, shouldn't it be 3 3 2 4 6?",0,Impolite
Why bother with the `.php` in the rewritten URLs? Why not just `/course_view`?,0,Impolite
Could you cite a reference please? Is the rule based on the noun closest to the verb?,0,Impolite
"1. Need table definition, data in the tables, etc 2. What have you tried so far?",2,Polite
"Thanks, this was easier to understand. Can you please add a few more lines to last three definitions?",2,Polite
"How many recipients is ""mass""? Also does it need to be a 3rd-party service?",0,Impolite
"Can you expand upon ""my app screws up?"".  What are you able to observe is happening?",1,Neutral
"Not to worry. What's ""D.M.""?",2,Polite
"hi zaky, i m using xcode 4 tat rename button doesnt exist anymore...
hi vakio, yes i can see ""SimpleScrollView"" still in the pbxproj, wat do u mean by ""rename the executable""?",0,Impolite
"Since this came up in another question, is there a UK equivalent for what we in the US call ""biscuits""?  The Cookies -> Biscuits correlation is listed above, but what about Biscuits -> ??",1,Neutral
It might be useful to clarify the meaning of “good” in the title of the question.  What is wrong with using BNF to describe a DCFL?,2,Polite
"You can narrow this down a bit; are you on a mountain bike? A road bike? A 16"" folding bike?",0,Impolite
I can't replicate this at all. Maybe try flipping the hardware switch or Fn+F5 (or whatever your key is)?,1,Neutral
O RLY? And what does it do there?,0,Impolite
"You've amended the xdf article to say that it's not unique in having no upper case, but you've mysteriously referred to the <url> article, which seems to have to do with Ghanaian mythology. Could you explain, please?",1,Neutral
And why do you think it is an accepted guideline? Do you base this only on the presence of the tag or do you have some other benchmark?,1,Neutral
"Hey, I saw your continued edits to <url> and hoped you were a resident - since I was hoping to get a photograph of the Capitol Theatre in the city. Any chance?",1,Neutral
Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,2,Polite
"Please define ""better""  Addresses are very, very difficult to make consistent.  Do you have software to filter and standardize the addresses?",2,Polite
Well the only plausible explanation was that you reverted to where I removed an extraneous cat (after Homestarmy's edit) and then swapped out a template... but as you're a competent editor that just seemed odd. Is that what indeed occurred?,2,Polite
a real story to define this concern: I have an app that is working on data from api.stackoverflow on one thread while working on data from api.stackapps on another. Should each thread have a separate throttle or should they share a common throttle?,1,Neutral
"Is Tomlin ''Governor & Lieutenant Governor'' concurrently? Or is it like Massachusetts, Lieutenant Governor-Acting Governor?",1,Neutral
"I have a question back: Let's say your site has the user Gavin with the IP-A. Should no other user including Gavin be able to login from another ip, or should only a ""second Gavin"" not be able to login from another ip then IP-A?",2,Polite
What error? What exactly is not working?,0,Impolite
"Maybe better suited for SO, perhaps? At any rate what have you tried so far?",1,Neutral
It might be useful to clarify the meaning of “good” in the title of the question.  What is wrong with using BNF to describe a DCFL?,2,Polite
"What type of application is this? WebApp, Console, WPF, etc?",1,Neutral
"thanks - that's what I feared, but it's good to hear that you found it workable. If this site is available, can you please let me know the URL?",2,Polite
http://en.wikipedia.org/wiki/Comparison_of_revision_control_software is a great comparison table for exactly this.  Discussion question... community wiki ?,2,Polite
I just tried it with gcc 4.1.2 and got the expected exception. Are you sure this is the exact code you tried?,1,Neutral
I'm sure also. Would you show me a better way to do this?,2,Polite
It looks like you have done considerable work on <url>.  Could you add at least some references to the article in keeping with <url>?,1,Neutral
"OK, I've started the deletion debate at <url>. As a major contributor, would you mind indicating there that you agree with deleting the page?",2,Polite
"What's ""Web of Knowledge""?  Where is this ""javascript form""?",0,Impolite
"Hmm, now I feel ignorant. Are you aware of a good source we could stick in the article to back this up?",1,Neutral
"Depends on your OS. Are you on Linux, Mac, Windows?",2,Polite
I just logged in for the first time this weekend.  Do you want me to run through or have you already started?,2,Polite
"I don't think this is a duplicate, mghie - JVNR seems to want to check if it ran as well, which I don't think that other SO question really addresses - and it's certainly not in the accepted answer.  Also, JVNR, I think you could edit the question title to be a bit clearer or help other people find the question - maybe mention ""running"" a Perl script, not ""automate"", and something about checking if it ran or not?",1,Neutral
"Six months ago was episode 10, and has peter not been in every episode up to and including that? Seriously, where are you getting your figures?",0,Impolite
"Your question is phrased badly as it is both a double-negative and infers that we can read your mind. What you meant to say, I think, is, ""Can you help me understand the meaning of this quote?""",2,Polite
Hi I am still not clear if you have a commons account or not.  If you do can you say what the name is?,1,Neutral
I found an obscure reference to idna trace. Has anyone heard of/used this application?,2,Polite
why are you using the LET* ? For what?,0,Impolite
"<font color=""green"">'''Replied'''</font>Yep, that list seems to include ALL ships launched that year, so that work out just fine. By the way, what exactly is the notability of this ship?",1,Neutral
STOP! HAMMERTIME?!,0,Impolite
"Hi Acad - the above has led me to two native Danish speakers on the English wiki - <url> and Saddhiyama--<url> - the first is "" very active on naval articles."" and has just translated HMS Falcon (1802) for Danish Wiki<url>.  Thoughts?",1,Neutral
So what is the final verdict?  What would be the best technology to use in my case?,2,Polite
"Show more declarations, what is the type of the curr_time2 variable? How is the get_time_in_seconds() function declared?",0,Impolite
"Are the preferences of people always constant or are they somehow weighted, ie. some poeple's preferences count more than others'?",1,Neutral
"With as many website/server/API driven apps are out there, you rarely don't want to upgrade. Could I ask why you don't want to upgrade, or why you want to preserve your current version?",1,Neutral
Which software? which version?,0,Impolite
"When we go to the American Indian museum, they would like our real name ahead of time that way they can get us through security quickly. Could you get yours to me by tomorrow, either via the page for the meetup, my talk page or an e-mail?",2,Polite
@Pierreten: never used regex before in C code. are there some regex libraries for C?,1,Neutral
how you show imges from lazyload in listview's image ? can you post your code please ?,2,Polite
"I don't get it. How can you want to find the ""highest value"" while at the same time not caring how a comparison is done?",0,Impolite
"And ""...definitions..."".  What do you mean by ""...definitions...""?",0,Impolite
"What platform? Mac, Windows, Linux?",0,Impolite
"Hi, I made on comment on the image page about this being different than Sbarro3 image.  Please... comment?",1,Neutral
"Just out of interest, is it now considered acceptable to utilize ""utilize"" instead of using ""use"" as in the question above? Or should I stop worrying about this?",1,Neutral
Very nice. Did you visit also Romania or not?,2,Polite
Are there (before reconnecting) mono and stereo options available under the BH-905 item in the MacBook's Bluetooth menulet? Or does it show only mono?,1,Neutral
"""I'm aware of WSOD Walkthrough but none of the reasons seems to apply this case.."" have you added the error reporting in the index.php? Do you get some errors then?",2,Polite
"CW, you are aware that Lebanon isn't Hezbollah, right? In the same way that Ireland isn't the IRA?",0,Impolite
Why do you need randomness? Why can't you use sequential strings?,0,Impolite
Not sure why I got <url> from you. Had I tagged it?,0,Impolite
What dictionary do you normally use?  Does it lack these definitions or are they confusing?,0,Impolite
"Any hints, ideas, clues. Why am I not able to install again to the real device ?",2,Polite
two questions 1) wich database are you using? 2) are you using BDE?,1,Neutral
"There's nothing in your history besides editing my page, so I'm not sure to what you are referring. What page are you talking about?",0,Impolite
"Why do you need to compress it that way ? Do you need fast information retrieval once the data is compressed, it is a question of memory ?",1,Neutral
"This is not really enough to tell what can be the problem. Have you tried debug you code, for example trace something in the conditions (so the function what have to be called is called properly or not)?",0,Impolite
"Very well I won't contact you anymore. Geez, whatever happen to the spirit of collaboration?",0,Impolite
"I took a quick look and I'm not up to reading through it properly at the moment. :) I'll be back on here tomorrow morning and I'll have a look then, if that's OK?",2,Polite
"Because different different languages have different strengths and libraries already written for them. If I wanted to write lots of set up code for this problem, why would I pick a dynamic language, why not give myself more work and code in Java or C?",0,Impolite
I don't understand what's wrong with the standard C pre-processor. Can you clarify?,2,Polite
"Great question.  Could you clarify what you mean by ""uniform"": do you want to bound the amount of preprocessing of the parameter?",2,Polite
"Done, I think. How does that look?",1,Neutral
Really? Could you please tell us how to compute the maximum of $n$ $n$-bit numbers in AC$^0$?,1,Neutral
ah sorry missed that. anything suspicious in your `.zshrc`?,1,Neutral
yeah that's what I mean. how do i get the .ogg file from Audacity into the actual article?,1,Neutral
I don't understand what you mean. When you use an array where exactly to compare what?,1,Neutral
Thanks for the response. I'm looking for a way to do something like record a route and submit that. Do you know of anything like that?,2,Polite
"I'd be shocked if no one has asked you this yet, but you do an enormous amount of work keeping the bio articles free of vandalism and nonsense as well as filling them up with useful content ;) You seem like you could use a few extra buttons on your toolbar. Are you interested in being nominated for adminship?",2,Polite
"Okay, you simply posted your homework verbatim. Do you have a question of your own?",0,Impolite
I dont know how to apply the read only concept to a for-loop. Or do you mean why they say it is read-only?,1,Neutral
Job interview? Or homework?,1,Neutral
"When creating <url>, I also had to create <url>, <url> and <url>. I was wondering if you could populate them?",2,Polite
"@Dave: I'm also voting to close as a duplicate, and it is indeed annoying that, as a newcomer, you can't vote on questions yet - but this is done to prevent gaming the system. I solved the original question - but [it seems you did too](http://wordpress.stackexchange.com/questions/4782/overwriting-core-wordpress-functions-with-plugins)?",2,Polite
@alexanderpas apparently FRAPS did work. Should we merge?,1,Neutral
"@gooshgoosh: Youve left out the most important detail: what are you using (programming language, software, etc.) to do the translation?",0,Impolite
Asking for an iPhone app specifically is off-topic for here.  Try the Electronic Gadgets SE:  http://area51.stackexchange.com/proposals/614/electronic-gadgets maybe?,2,Polite
Not sure how this setup helps migration. Could you please elaborate?,0,Impolite
`x` is some variable in your server side programming language? What do you use?,1,Neutral
I don't get it - you say that there are two error messages popping up - that's what a UIAlertView is! Can you post a screenshot of the error message and add the code in your didFailWithError: to your question please?,0,Impolite
Another article created by Jergens. Is this one legitimate?,1,Neutral
"I am not an expert but I found the sentence ""controlling for associated subscores when devising cut-off scores on each dimension of a measurement scale"" a bit esoteric. Can you give me one more line of explanation (otherwise I found it difficult to understand the question) ?",1,Neutral
"In fact, what I'd like to propose here is that we take a bit more control, establish some stricter edit warring restrictions, unprotect the page, slap up an edit notice, and enforce them with blocks so that people can get back to writing the article. Do you think that would have a positive effect?",1,Neutral
The same way anyone with a desk job stays healthy! This isn't really programmer-related?,2,Polite
Please add more details: What happens when you try to play something? What sound card do you have?,1,Neutral
What?!  Why did you resolve this without dealing with the User I mentioned?,0,Impolite
Welcome to wikipedia? Does <url> and <url> look like unreferenced uselessness to you?,0,Impolite
"Sorry, but i do not find ""double torpedo tunnels"" to be very good. Can you come up with something better?",0,Impolite
you could have started the discussion yourself. How can you say there was no consensus against the edits if there had been no discussion at the time you were doing the reverting?,0,Impolite
"with 2) I get an parsing error
the 1) I dont't get it :S, what do I have to do?",1,Neutral
What for did you analyse the two ArbCom cases Piotrus-Ghirla and Eastern European dispute? Was that suggested to you by Sciurinxe6 during your off-wiki discussions for 20 days?,0,Impolite
@Marc: Wow. Was it obvious that aali was a sockpuppet account?,0,Impolite
"At a glance, I can't see anything wrong with the code (I have an app that uses UIImagePNGRepresenation the same way you do). What exactly is going wrong?",1,Neutral
"Isn't this section ""Vatican Responses""? How come the wordings are not fact-based but seem to have devolved into media perceptions of the Vatican responses?",0,Impolite
Hi @OZ_ - can you educate me as to why? Is there a better way to store images?,2,Polite
"Terms like ""elected"", ""responsible"" and ""designated points-of-contact"" imply some sort of delegated authority, I'd have thought.  By omission, is Hornoir saying that the delegate has authority over other aspects of the project?",1,Neutral
"This is just the ""name hiding"" issue. Why can't you just use the `using A::foo` clause ?",0,Impolite
"Can the polygon be self-intersecting? For example: (0, 0) -> (1, 1) -> (1, 0) -> (0, 1) -> (0, 0)?",1,Neutral
@Shinto Sherlock: You just *answered the question*. Why would you not post it as an answer?,2,Polite
Hi Gokul. Just wondered if you got my previous message and had any thoughts about ledes for these articles?,2,Polite
<url> suddenly has a bunch of new entries for today. Did you change the program?,0,Impolite
"I don't see how you can use this to discount his trustworthiness and oppose him.  If there is consensus to promote among several bureaucrats, what's it matter who  actually presses the button?",0,Impolite
Hi. Are you ready to start the RfA?,1,Neutral
"I'm skeptical that this is possible.  In the final version, both operators take the same precedence and are left-associative?",1,Neutral
